Garage Doors 4 U	Garage Doors	Alabaster, AL	205-966-5038	Mcdonald981111@yahoo.com	85	Email		Sent	9 Angie's List Super Service Awards; 4.9 Angi; BBB A+. Empty testimonials section. Yahoo email.	Email Draft	Garage Doors 4 U - your awards deserve a better website	Sent	No	No Response	4/10/2026
Breeland Booth Septic Tank Inc	Septic Services	Northport, AL	205-339-8100	Breelandboothseptictank@gmail.com	85	Email		Sent	67 YEARS since 1958. Hibu template with literal PLACEHOLDER TEXT still visible. Gmail.	Email Draft	Breeland Booth Septic - 67 years in business deserves a real website	Sent	No	No Response	4/10/2026
Jordan's Services HVAC	HVAC	Brookwood, AL	(205) 242-9432	jordanserviceshvac@gmail.com	83	Email		Draft Ready	Owner Shane Jordan. CRITICAL: Footer has 500+ spam links. Worst site of all. Owner-operated, quick decision.	Email Draft	Jordan's HVAC - your website might be costing you customers	Not Sent	No	No Response
South's Finest Roofing and Remodeling	Roofing	Tuscaloosa, AL	205-242-2167		83	Phone		Call Ready	4.9 stars; 93+ reviews; 40+ years; GAF certified. Site (3/5) is cluttered. No email.	Cold Call	40 years and 93 five-star reviews -- your website should show that off. I put together a concept I think you'd be impressed by.	N/A	N/A	No Response
H&R Electric LLC	Electrical	Cottondale, AL	205-361-0579	handrelectric@yahoo.com	83	Email		Draft Ready	Owner Donald. Insured/bonded. WordPress site (3/5). Yahoo email.	Email Draft	H&R Electric - free website upgrade concept	Not Sent	No	No Response
Isbell Services	Roofing / Home Improvement	Tuscaloosa, AL	205-769-4438	jeff@isbellservices.com	83	Email		Sent	Owner Jeff Isbell. Since 1998; 5.0 HomeAdvisor/Houzz; BBB. Template site (3.5/5).	Email Draft	Isbell Services - 25+ years of quality deserves a better website	Sent	No	No Response	4/10/2026
HackFin Services	Concrete / Hardscaping	Hoover, AL	205-913-6763	jeremy@hackfinservices.com	83	Email		Sent	Owner Jeremy. Since 2017. Site untouched since 2020. WordPress/Avada (3/5).	Email Draft	HackFin Services - your website hasn't been updated since 2020	Sent	No	No Response	4/10/2026
Paradise Pool & Spa	Pool Construction	Northport, AL	205-339-0028		82	Phone		Call Ready	BBB A+; since 1995; 30+ years. Drupal site (3/5). No email, no contact form.	Cold Call	You've been BBB A+ since 1995 -- your website should make it easy for people to request a quote. Right now there's no form.	N/A	N/A	No Response
Crimson Carpet	Flooring	Tuscaloosa, AL	205-758-3222		82	Phone		Call Ready	30+ years; BBB A+. Site returned 403 error. No email.	Cold Call	I tried to visit your website and it's showing an error page right now -- I'd love to help you get a working, professional site up.	N/A	N/A	No Response
Peer-Less Grading Concrete & Roofing	Concrete / Roofing	Birmingham, AL	256-872-5822	peer_lessroofing@yahoo.com	82	Email		Sent	Multi-service: roofing, concrete, grading. Yahoo email. Template site (3/5).	Email Draft	Peer-Less Roofing - free website redesign concept	Sent	No	No Response	4/10/2026
Lickert Paving & Sealcoating	Asphalt Paving	Birmingham, AL	205-405-7788	lickertquality@gmail.com	82	Email		Sent	Owner Jason. 17+ years; 5-star; family-owned. DM template (3.5/5). Gmail.	Email Draft	Lickert Paving - free website concept for your business	Sent	No	No Response	4/10/2026
Bama Roofing	Roofing	Tuscaloosa, AL	(205) 391-1444		80	Phone		Call Ready	Owner Alan Page. 20 years family-owned; 67 reviews; BBB A+; GAF certified. No email. Phone only.	Cold Call	67 reviews at 4.6 stars and GAF certified -- your customers love you but your website doesn't show any of that. Can I text you a concept?	N/A	N/A	No Response
Farley & Hysaw Heating & Air	HVAC	Tuscaloosa, AL	205-349-4951		79	Phone		Call Ready	Owner: Steve Hysaw and Ed Hysaw. Owners Steve & Ed Hysaw. Carrier partner. WordPress site (3/5). No email listed.	Cold Call	Your site could do a better job of showing off your Carrier partnership and decades of experience -- I put together a concept I think you'd like.	N/A	N/A	No Response
Toby Nichols Construction	General Contractor	Tuscaloosa, AL	205-758-3488		79	Phone		Call Ready	Owner Toby Nichols. Family-owned since 2002. No testimonials. Template site (3/5). No email.	Cold Call	You've been in business since 2002 -- a website that showcases your projects and reviews could bring in a lot more work.	N/A	N/A	No Response
Water-Works Pool Service	Pool Service	Tuscaloosa, AL	205-345-3288		79	Phone		Call Ready	4.9 stars; 50+ reviews; 40+ years; BBB A+. Wix template (3/5). No email.	Cold Call	I help service businesses get found on Google -- your Wix site could be upgraded to convert more visitors into customers.	N/A	N/A	No Response
Triple J Tree Service	Tree Service	Tuscaloosa, AL	(205) 758-1141	triplejjjtree@gmail.com	78	Email		Draft Ready	30+ years; 51 reviews. Generic template site (3/5).	Email Draft	Triple J Tree Service - 30+ years deserves a better website	Not Sent	No	No Response
Leland Garage Doors	Garage Doors	Tuscaloosa, AL	205-554-0908		78	Phone		Call Ready	Owner: Leland family - 3 generations. Leland family, 3 generations. Veteran-owned. Squarespace site (3.5/5). No email.	Cold Call	Three generations and veteran-owned -- your site should tell that story. I actually built a garage door site concept I'd love to show you.	N/A	N/A	No Response
JD ESCO Inc	Electrical	Tuscaloosa, AL	205-345-2745		78	Phone		Call Ready	Since 1992; family-owned. Hibu template (3/5). No email, no contact form.	Cold Call	34 years of electrical work and your Hibu template doesn't have a contact form -- I can fix that.	N/A	N/A	No Response
Jimenez Professional House Painting LLC	Painting	Tuscaloosa, AL	205-310-0472	jmjprohpt@hotmail.com	78	Email		Sent	Owner Jose Jimenez. 20+ years; 5.0 stars. Hotmail email. Template site (3/5).	Email Draft	Jimenez Painting - 20+ years of quality deserves a better website	Sent	No	No Response	4/10/2026
Brown's Electrical Contractors Inc	Electrical	Birmingham, AL	205-390-8228		78	Phone		Call Ready	Generac dealer; 24/7 service. WordPress (3/5). No email listed.	Cold Call	Being a Generac dealer is a big deal -- a website that highlights that and your 24/7 service would bring in more generator customers.	N/A	N/A	No Response
Magnolia Concrete LLC	Concrete	Tuscaloosa, AL	(205) 394-8346		78	Phone		Call Ready	Residential concrete expert. No website. Facebook only.	Cold Call	Concrete work is something people Google when they need it done -- I'd love to show you what a site could look like for your business.	N/A	N/A	No Response
Olympic Fence Inc	Fencing	Alabaster, AL	205-663-4632		77	Phone		Call Ready	50+ years; BBB since 2016. Hibu template with visible placeholder text. No email.	Cold Call	50 years and great ratings on Angi -- your website template isn't doing you justice. I build custom sites for fence companies.	N/A	N/A	No Response
Gray's Tree Service	Tree Service	Birmingham, AL	205-927-2652	info@graystree.com	77	Email		Sent	Owner Gil Gray. 25+ years; 145+ reviews; BBB A+. Empty reviews section on site.	Email Draft	Gray's Tree Service - free website concept to match your 145+ reviews	Sent	No	No Response	4/10/2026
West Alabama Fence	Fencing	Tuscaloosa, AL	(205) 507-0401	westalafence@aol.com	76	Demo	https://west-al-fence-demo.pages.dev/	Sent	28 years in business; 4.4-star; 159 reviews; BBB accredited. Has existing site (2/5).	Email Draft	West Alabama Fence - free website upgrade concept	Sent	No	No Response	4/10/2026
All Around the House / Bama Landscaping	Landscaping	Northport, AL	(205) 534-6409	bamalandscaping@yahoo.com	76	Email		Draft Ready	34 years; BBB A+. Weebly site abandoned since 2020.	Email Draft	Bama Landscaping - your 34-year legacy deserves a real website	Not Sent	No	No Response
Warrior Landscape Services	Landscaping	Tuscaloosa, AL	205-799-8718	info@warriorlandscapeservices.com	75	Email		Sent	WordPress site (3/5). Small but professional.	Email Draft	Warrior Landscape - free website upgrade concept	Sent	No	No Response
South East Concrete LLC	Concrete	Birmingham, AL	205-229-6559		75	Phone		Call Ready	25+ years. Proprietary CMS (3.5/5). No email.	Cold Call	25 years in concrete is a lot of experience -- a website with project photos would help you win more bids.	N/A	N/A	No Response
Latta Plumbing Services	Plumbing	Birmingham, AL	205-631-6445	michele@lattaplumbingservice.com	75	Email		Draft Ready	40+ years. COVID alert still on homepage. WordPress (3.5/5).	Email Draft	Latta Plumbing - 40+ years of service deserves a modern website	Sent	No	No Response	4/10/2026
Spanky's Drain & Sewer Service	Drain / Sewer	Tuscaloosa, AL	205-556-1002	spankysdrain@gmail.com	75	Email		Sent	Family-owned; 24hr emergency. Conflicting addresses on site. Template (3/5).	Email Draft	Spanky's Drain - free website upgrade concept	Sent	No	No Response	4/10/2026
Deons Style and Barbershop	Barbershop	Tuscaloosa, AL	(205) 886-7771	icutdakid@gmail.com	75	Demo	https://deons-barber-demo.pages.dev/	Sent	Draft Ready	Email Draft	Deon's Barbershop - free website concept for your shop	Sent	No	No Response	4/10/2026
Fence Crafters Alabama	Fencing	Northport, AL			74	Facebook		FB Ready	Owner Gary. 45+ years; 4.9 Angi; 5.0 Houzz. NO website. No phone/email found - FB/directories only.	FB Message	Hey! I came across Fence Crafters -- 45 years and perfect ratings on Angi is incredible. I'm a web designer in the area and I was honestly surprised you don't have a website. I'd love to build you a free concept to show what it could look like. - Keelan	N/A	N/A	No Response
N and K Auto Repair Shop	Auto Repair	Birmingham, AL	(205) 224-5077		74	Demo	https://nk-auto-demo.pages.dev/	Call Ready	Family-owned auto + towing + car sales. BBB listed. Facebook only.	Cold Call	You do repair, towing, and car sales -- a website would let people see all of that and book right from Google.	N/A	N/A	No Response
Ohana Lawn Care & Delivery LLC	Lawn Care	Huntsville, AL	(256) 429-8915	ohanalawncarellc@gmail.com	74	Demo	https://ohana-lawn-demo.pages.dev/	Draft Ready	Draft Ready	Email Draft	I saw you're veteran-owned and BBB accredited -- that's the kind of thing a website can really highlight to win new customers.	N/A	N/A	No Response
Bowen Automotive	Auto Repair	Huntsville, AL	(256) 715-0096		74	Phone		Call Ready	Owner Trey Bowen. 4.6 stars; owner-operated. Facebook only.	Cold Call	I help auto shops get found on Google -- I actually put together a concept site for shops like yours. Can I text it to you?	N/A	N/A	No Response
White Raven Mobile Mechanic	Mobile Mechanic	Charlotte, NC	(980) 226-1676		74	Demo	https://white-raven-demo.pages.dev/	Call Ready	Draft Ready	Cold Call	You've got 170 reviews and almost 5 stars -- a website would put you at the top of Google when someone searches 'mobile mechanic Charlotte.'	N/A	N/A	No Response
TC Fencing LLC	Fencing	Tuscaloosa, AL	(205) 886-3390		73	Phone		Call Ready	Has existing site (3/5). Needs review.	Cold Call	Fencing is something people search for online when they need it -- I'd love to show you a site concept.	N/A	N/A	No Response
Crimson Fencing	Fencing	Tuscaloosa, AL	(205) 248-6705		73	Phone		Call Ready	No website confirmed. Phone only.	Cold Call	I work with fencing companies on their websites -- can I text you an example of what I've built?	N/A	N/A	No Response
Fanning Tree Service	Tree Service	Tuscaloosa, AL	205-737-5192		73	Phone		Call Ready	38+ years; family-owned; 24/7 storm recovery. No email. Site (3/5).	Cold Call	38 years in business is incredible -- I think a modern website would help you capture more of those emergency storm calls.	N/A	N/A	No Response
McKinney One Stop Shop Auto	Auto Repair	Tuscaloosa, AL	(205) 737-7904		73	Phone		Call Ready	Under new management. Featured on WTUG radio. Facebook only.	Cold Call	I heard you're under new management -- a new website is a great way to announce that and bring in fresh customers.	N/A	N/A	No Response
Coops Mobile Mechanic Service	Mobile Mechanic	Birmingham, AL	(205) 495-4882		73	Phone		Call Ready	Diesel and heavy equipment specialist. Mobile service. Facebook only.	Cold Call	Diesel and heavy equipment is a specialty people pay top dollar for -- a website would help you stand out from general mechanics.	N/A	N/A	No Response
Westborn Auto Services	Auto Repair	Dearborn, MI	(313) 429-9500		73	Phone		Call Ready	European car specialist. edan.io stub + Facebook.	Cold Call	European car tuning is a premium service -- your current site doesn't reflect that. I put together a concept for shops like yours.	N/A	N/A	No Response
Gardners Great Outdoor Services	Multi-Service Outdoor	Durham, NC	(919) 384-5548	Bdawgup24@gmail.com	72	Email		Sent	Multi-service: pressure washing, detailing, mulch, lawn, gutters.	Email Draft	Gardner's Great Outdoors - free website concept for your services	Sent	No	No Response	4/10/2026
Versa Tile Flooring	Flooring	Tuscaloosa, AL			72	Facebook		FB Ready	Small family flooring business. Facebook only. No phone/email.	FB Message	Hey! I came across Versa Tile on Facebook -- floors, backsplashes, countertops, showers -- you do great work. I'm a web designer in Tuscaloosa and I think a portfolio site would help you land more high-ticket jobs. Want to see a free concept? - Keelan	N/A	N/A	No Response
Kings Lawn Care	Lawn Care	Tuscaloosa, AL	(205) 393-9173	Kingslawncare91@gmail.com	72	Email		Sent	Full lawn care: tree cutting, pesticide, planting, edging.	Email Draft	King's Lawn Care - free website concept for your business	Sent	No	No Response	4/10/2026
Versatile Pressure Washing LLC	Pressure Washing	Charlotte, NC	(704) 506-8326	versatilepwllc@gmail.com	72	Email		Sent	Residential + commercial. Facebook only.	Email Draft	Versatile Pressure Washing - free website concept	Sent	No	No Response	4/10/2026
3 N 1 Lawn Care	Lawn Care	Charlotte, NC	(256) 874-0268	threeonelc@gmail.com	72	Email		Sent	Est 2005; 20 years; 5+ crews. Facebook + Yelp only.	Email Draft	3 N 1 Lawn Care - 20 years in business deserves a website	Sent	No	No Response	4/10/2026
Ypsi Arbor Roofing	Roofing	Ypsilanti, MI			72	Facebook		FB Ready	High-ticket roofing. No contact info. Facebook only.	FB Message	Hey! I came across Ypsi Arbor Roofing -- roofing is one of those industries where people Google first when they have a leak. I'm a web designer and I build sites for contractors. Would you want to see a free website concept? No cost at all. - Keelan	N/A	N/A	No Response
Moody's Pro Wash	Pressure Washing	Tuscaloosa, AL	205-799-6971	dmoody@moodysprowash.com	71	Email		Sent	Owner D. Moody. Professional email. Template site (3/5). Lower-ticket but recurring.	Email Draft	Moody's Pro Wash - free website upgrade concept	Sent	No	No Response	4/10/2026
Rivals Landscaping	Landscaping	Vestavia Hills, AL			71	Facebook		FB Ready	Claims 50+ years. GoHighLevel template (3/5). No phone/email found.	FB Message	Hey! I came across Rivals Landscaping -- 50+ years of experience is impressive. I'm a web designer and I think a custom site would help you get more leads from Google. Want to see a free concept? - Keelan	N/A	N/A	No Response
The Birmingham Handyman	Handyman	Birmingham, AL	205-607-HOME		71	Phone		Call Ready	Owner Shawn. 25+ years; 2-year warranty. 2011-era WordPress (3/5). No email.	Cold Call	25 years as a handyman in Birmingham -- your site could use a refresh to match your experience. Can I show you what I mean?	N/A	N/A	No Response
Billys Cooking LLC	Food Truck / BBQ	Tuscaloosa, AL	(205) 242-0443		70	Phone		Call Ready	Chamber of Commerce member. BBQ/soul food truck. Facebook only.	Cold Call	I love that you're a Chamber member -- a website with your menu and a catering booking page would bring in a lot more event business.	N/A	N/A	No Response
ProWash 205	Pressure Washing	Tuscaloosa, AL	(205) 496-5633		70	Phone		Call Ready	Operating since 2015. Residential + commercial. Facebook only.	Cold Call	You've been at this since 2015 -- a website with before-and-after photos would really sell your work.	N/A	N/A	No Response
ProCare Lawn Care and Turf Mgmt	Lawn / Landscape	Tuscaloosa, AL	(205) 242-4975		70	Phone		Call Ready	Professional landscaping, turf, irrigation, pressure washing. Facebook only.	Cold Call	You do landscaping, turf, irrigation, and pressure washing -- a website is the best way to let customers see all of that.	N/A	N/A	No Response
Roll Tidy	Cleaning Service	Tuscaloosa, AL	(251) 327-6918		70	Phone		Call Ready	Clever brand name. Residential + commercial cleaning. Facebook only.	Cold Call	Roll Tidy is such a great name -- a website that matches that branding would really help you stand out.	N/A	N/A	No Response
Lamar Labors	Handyman	Nashville, TN	(615) 474-6119		70	Phone		Call Ready	Multi-service handyman. Facebook only.	Cold Call	You offer like six different services -- a website is the best way to show all that and let people request quotes.	N/A	N/A	No Response
Salon Elite 120	Salon	Ypsilanti, MI	(734) 340-9783		70	Phone		Call Ready	Multi-service salon. Facebook + booking only.	Cold Call	A salon like yours with so many services could really benefit from a website that shows off your work and lets people book.	N/A	N/A	No Response
Gentlemen First Barbershop	Barbershop	Dearborn, MI	(313) 565-8300	gentlemenfirst@gmail.com	70	Phone		Draft Ready	Has website gentlemenfirst.com - lower priority. Email found.	Email Draft	I saw the Dearborn Patch feature on you guys -- that kind of brand story deserves its own website.	N/A	N/A	No Response
American Home Services Pro	Cleaning / Handyman	Marietta, GA	(404) 645-0115		70	Phone		Call Ready	Multi-service home services. Facebook only.	Cold Call	You offer so many services -- a website is the best way to show all of that in one place and get found on Google.	N/A	N/A	No Response
Premium Cutz LLC	Barbershop	Ypsilanti, MI	(734) 484-2240		70	Phone		Call Ready	Family oriented; expanding services. Facebook + Booksy only.	Cold Call	I see you're adding new services like loctician and lash tech -- a website would help people discover everything you offer.	N/A	N/A	No Response
Tacos Del Castillo	Food Truck	Ypsilanti, MI	(734) 450-3387		70	Phone		Call Ready	Brick-and-mortar + food truck. Facebook + delivery apps only.	Cold Call	You've got both a restaurant and a food truck -- a website would let people order directly instead of through DoorDash, so you keep more of the money.	N/A	N/A	No Response
Huntsville Barber and Styling	Barbershop	Huntsville, AL	(256) 536-1677		70	Phone		Call Ready	Full service barbershop. Walk-ins welcome. Facebook only.	Cold Call	I help barbershops get found on Google -- right now someone searching 'barbershop Huntsville' might not find you.	N/A	N/A	No Response
Reggae Fusion	Food Truck / Catering	Tuscaloosa, AL			68	Demo	https://reggae-fusion-demo.pages.dev/	FB Ready	Owner Romeo Tomlinson. Veteran-owned Jamaican food truck. Featured in Alabama News Center. FB + Instagram + DoorDash ...	FB Message	Hey! I came across Reggae Fusion and love the Jamaican food concept -- the Alabama News Center feature was awesome. I'm a local web designer and I help food businesses get found on Google and book more catering gigs. Want to see a free website concept? No strings. - Keelan	N/A	N/A	No Response
Hewitts Painting Service LLC	Painting	Tuscaloosa, AL			68	Facebook		FB Ready	Custom home painting + pressure washing. Facebook only. No phone/email found.	FB Message	Hey! I saw some of your custom home painting work on Facebook -- really impressive stuff. I'm a web designer in Tuscaloosa and I think a website with a project gallery would help you get a lot more leads. Want to see a free concept? - Keelan	N/A	N/A	No Response
Auto Clinic	Auto Repair	Tuscaloosa, AL			68	Facebook		FB Ready	Leading mechanic shop per description. No contact info. Facebook only.	FB Message	Hey! Saw you guys are Tuscaloosa's go-to mechanic shop. I'm a local web designer and I've been building sites for auto shops -- a website would help people find you on Google instead of just Facebook. Want to see a free example? - Keelan	N/A	N/A	No Response
Odom's Painting & Pressure Washing	Painting / Pressure Washing	Nashville, TN			68	Facebook		FB Ready	No phone visible. Facebook only.	FB Message	Hey! I came across Odom's Painting on Facebook -- painting and pressure washing is a great combo. I'm a web designer and I help service businesses get found on Google. Would you be interested in seeing a free website concept? No cost at all. - Keelan	N/A	N/A	No Response
Geoff's Mobile Auto Repair	Mobile Mechanic	Charlotte, NC			68	Facebook		FB Ready	Mobile repair + heavy equip + 24hr towing. No contact info.	FB Message	Hey! I saw you do mobile auto repair, heavy equipment, AND 24hr towing -- that's a lot of services. I'm a web designer and I think a website would help people find you for emergencies. Want to see a free example I built for a similar shop? - Keelan	N/A	N/A	No Response
C&M Mobile Automotive Repairs	Mobile Mechanic	Charlotte, NC			68	Facebook		FB Ready	Charlotte area mobile mechanic. No contact info.	FB Message	Hey! I came across C&M Mobile Automotive in Charlotte. Mobile mechanics are one of the hardest businesses to find online without a website. I'm a web designer -- want to see a free site concept I built for a mobile mechanic? - Keelan	N/A	N/A	No Response
All Purpose Pressure Washing	Pressure Washing	Tuscaloosa, AL	205-388-0528	allpurposepw205@gmail.com	67	Email		Sent	Claims hundreds of clients. Site (3.5/5). Lower-ticket.	Email Draft	All Purpose PW - free website upgrade concept	Sent	No	No Response	4/10/2026
Griffith Home Analysis	Home Inspection	Birmingham, AL	205-871-1007		66	Phone		Call Ready	Owner Andrew Griffith. 20K+ inspections since 1994. Site functional (3.5/5). Lower ticket.	Cold Call	20,000 inspections since 1994 is incredible -- I think a modern site could help you convert more of those Google searchers.	N/A	N/A	No Response
Window Hero Tuscaloosa	Pressure Washing	Tuscaloosa, AL	(205) 809-2800		65	Phone		Call Ready	Franchise site; may be too corporate. Has existing site (3/5).	Cold Call	I help local service businesses get more leads through their website -- would you be open to seeing what a modern site could look like?	N/A	N/A	No Response
Hicks Plumbing	Plumbing	Tuscaloosa, AL	205-758-3247	hicksphc@att.net	65	Email		Sent	77 years in business! Site is actually decent (4/5). May not be worth pitching.	Email Draft	Hicks Plumbing - 77 years of service is legendary	Sent	No	No Response	4/10/2026
Las Pinas Food Truck	Food Truck	Tuscaloosa, AL			65	Facebook		FB Ready	Family-owned Mexican-American fusion. Drive-thru + truck. No contact info.	FB Message	Hey! Love that you guys have both a food truck and a drive-thru location now -- that's awesome growth. I'm a local web designer and I think a website with your menu and location info would help people find you directly. Want to see a free concept? - Keelan	N/A	N/A	No Response
Your Local Handyman	Handyman	Raleigh, NC			65	Facebook		FB Ready	Raleigh handyman. Facebook only. No contact info.	FB Message	Hey! I came across Your Local Handyman -- love the 919 branding. I'm a web designer and I help handyman businesses get found on Google. Would you be interested in seeing a free website concept for your business? No cost at all. - Keelan	N/A	N/A	No Response
Transformation Barber Shop LLC	Barbershop	Tuscaloosa, AL			65	Facebook		FB Ready	841 FB likes. Family oriented. No contact info.	FB Message	Hey! I saw Transformation Barber Shop on Facebook -- love the family-oriented vibe. I'm a web designer in Tuscaloosa and I think a website with your services and online booking would help bring in new clients. Want to see a free concept? - Keelan	N/A	N/A	No Response
Se7ens Food Truck	Food Truck	Tuscaloosa, AL			65	Facebook		FB Ready	Local food truck at 2223 8th St. No contact info.	FB Message	Hey! I came across Se7ens on Facebook -- love the food truck scene in Tuscaloosa. I'm a local web designer and I build menu/location sites for food businesses. Want to see a free concept? No cost. - Keelan	N/A	N/A	No Response
Carlitos Services	Multi-Service	Durham, NC			65	Facebook		FB Ready	Car wash, auto maintenance, lawn, pressure washing, gutters. No contact info.	FB Message	Hey! I saw Carlitos Services does everything -- car wash, auto maintenance, lawn care, pressure washing. That's impressive range. I'm a web designer and I think one site showing all your services would help a lot. Want to see a free concept? - Keelan	N/A	N/A	No Response
The Hired Gun Pressure Washing	Pressure Washing / Handyman	Nashville, TN			65	Facebook		FB Ready	Multi-service. Facebook only. No contact info.	FB Message	Hey! Love the name "The Hired Gun" -- that's great branding. I'm a web designer and I think a website that matches that brand would help you get way more leads from Google. Want to see a free concept? - Keelan	N/A	N/A	No Response
Lorde Home and Commercial Cleaning Services LLC	Cleaning Service	Ann Arbor, MI			65	Facebook		FB Ready	Licensed insured bonded. Facebook + Chamber only. No contact info.	FB Message	Hey! I saw Lorde Cleaning is licensed, insured, and bonded -- that's a big deal that sets you apart. I'm a web designer and I think a website highlighting those credentials would help you win more clients in Ann Arbor. Want to see a free concept? - Keelan	N/A	N/A	No Response
Davis Mechanical HVAC	HVAC / Heating & Cooling	Tuscaloosa AL	(205) 248-0505		86	Tier 1		New	High-ticket HVAC. 20+ years exp. Facebook only. Huge missed opportunity.	Email/FB DM					2026-04-10
All Out Plumbers Inc	Plumbing	Huntsville AL	(256) 298-3708	themosleyteam08@gmail.com	86	Tier 1		New	Full-service plumber. BBB listed. No website. Owner Jeremy Mosley.	Email					2026-04-10
G & H Heating & Cooling	HVAC / Heating & Cooling	Tuscaloosa AL	(205) 553-0351		82	Tier 1		New	Commercial + residential HVAC. BBB listed. No website.	Phone/FB DM					2026-04-10
Nashville Hot Kitchen	Food Truck / Catering	Nashville TN	(615) 212-9536		80	Tier 2		New	Food truck/catering since 2019. Near Nissan Stadium. No website.	Phone/FB DM					2026-04-10
Crawfords Professional Detailing	Auto Detailing / Pressure Washing	Tuscaloosa AL	(205) 764-3188	crawford.marcus11@gmail.com	82	Tier 1		New	Multi-service: detailing + pressure washing + lawn. Has email.	Email					2026-04-10
ABC All Bugs & Critters Pest Control	Pest Control	Tuscaloosa AL	(205) 657-5554	abcbugs@aol.com	84	Tier 1		New	Full pest control + termite. BBB listed. Has email.	Email					2026-04-10
Lawn Care Official	Landscaping / Lawn Care	Atlanta GA	(678) 751-1880		76	Tier 2		New	Atlanta lawn care. FB + Instagram only. No website.	Phone/FB DM					2026-04-10
Jimmys Mobile Auto Detailing	Auto Detailing	Tuscaloosa AL	(205) 239-8224		76	Tier 2		New	100% recommend rate. 9 reviews. Facebook only.	Phone/FB DM					2026-04-10
Ala-Air Heating & Cooling	HVAC / Heating & Cooling	Tuscaloosa AL			74	Tier 2		New	HVAC contractor. Facebook only. 746 Fair Oaks Lane.	FB DM					2026-04-10
Tuscaloosa Car Detail	Auto Detailing / Ceramic Coating	Tuscaloosa AL	(205) 512-2804	Tuscaloosacardetailleads@gmail.com	78	Tier 2		New	Ceramic coatings specialist. Has email + phone.	Email					2026-04-10
B5 Mobile Detailing	Auto Detailing	Birmingham/Tuscaloosa AL			68	Tier 3		New	Mobile detailing. Serves two markets. Facebook only.	FB DM					2026-04-10
Superior Drywall and Remodeling LLC	Drywall / Remodeling	Tuscaloosa AL			74	Tier 2		New	Drywall + remodeling. Serves Tuscaloosa and Birmingham.	FB DM					2026-04-10
Affordable Handyman Service	Handyman / Home Improvement	Charlotte NC			76	Tier 2		New	Est 2015. One of largest in Charlotte. FB + IG only.	FB DM/IG DM					2026-04-10
Birmingham Drywall Repair & Painting	Drywall / Painting	Birmingham AL	(205) 583-2771		78	Tier 2		New	Fast drywall repair + painting. FB + Yelp only.	Phone/FB DM					2026-04-10
